age,gender,education level,job title,years of experience,country,race,senior,salary
55.0,Male,university,Software Engineer Manager,18.0,China,Chinese,0,210000.0
26.0,Female,high school,Front end Developer,1.0,Australia,Australian,0,55000.0
47.0,Male,university,Project Engineer,16.0,USA,Hispanic,1,190000.0
44.0,Female,university,Software Engineer Manager,11.0,Canada,Black,0,165000.0
30.0,Male,high school,Full Stack Engineer,5.0,USA,African American,0,105000.0
39.0,Female,high school,Software Engineer,11.0,Canada,White,1,160000.0
32.0,Male,elementary,Front end Developer,6.0,Australia,Australian,0,110000.0
50.0,Male,university,Software Engineer Manager,17.0,Australia,White,0,195000.0
27.0,Male,elementary,Back end Developer,3.0,Canada,Black,0,85000.0
46.0,Male,,Project Engineer,14.0,Australia,White,1,180000.0
25.0,Female,,Front end Developer,1.0,USA,White,0,55000.0
43.0,Male,university,Project Engineer,13.0,China,White,1,185000.0
35.0,Male,,Back end Developer,8.0,Australia,Australian,0,140000.0
29.0,Female,high school,Back end Developer,3.0,Canada,Black,0,90000.0
40.0,Female,university,Software Engineer,12.0,Australia,Asian,1,160000.0
35.0,Male,elementary,Full Stack Engineer,8.0,Canada,Asian,0,145000.0
41.0,Male,university,Project Engineer,13.0,Australia,Australian,1,185000.0
30.0,Male,high school,Full Stack Engineer,5.0,UK,Asian,0,105000.0
33.0,Male,elementary,Front end Developer,6.0,Australia,Australian,0,110000.0
55.0,Male,university,Software Engineer Manager,18.0,UK,Asian,0,210000.0
26.0,Female,high school,Front end Developer,1.0,USA,Asian,0,55000.0
47.0,Male,university,Project Engineer,16.0,Australia,Asian,1,190000.0
44.0,Female,university,Software Engineer Manager,11.0,China,White,0,165000.0
30.0,Male,high school,Full Stack Engineer,5.0,China,Korean,0,105000.0
,Female,high school,Software Engineer,11.0,Australia,Asian,1,160000.0
32.0,Male,elementary,Front end Developer,6.0,USA,White,0,110000.0
50.0,Male,university,Software Engineer Manager,17.0,Australia,Australian,0,195000.0
27.0,Male,elementary,Back end Developer,3.0,Canada,Black,0,85000.0
46.0,Male,university,Project Engineer,14.0,UK,Welsh,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,UK,White,0,55000.0
43.0,Male,university,Project Engineer,13.0,Australia,Asian,1,185000.0
35.0,Male,elementary,Back end Developer,8.0,China,Chinese,0,140000.0
29.0,Female,high school,Back end Developer,3.0,Australia,White,0,90000.0
40.0,Female,university,Software Engineer,12.0,Australia,White,1,160000.0
,Male,elementary,Full Stack Engineer,8.0,China,White,0,145000.0
41.0,Male,university,Project Engineer,13.0,Australia,Asian,1,185000.0
30.0,Male,high school,Full Stack Engineer,5.0,UK,White,0,105000.0
33.0,Male,elementary,Front end Developer,6.0,USA,Asian,0,110000.0
55.0,Male,university,Software Engineer Manager,18.0,USA,Hispanic,0,210000.0
26.0,Female,high school,Front end Developer,1.0,UK,Mixed,0,55000.0
47.0,Male,university,Project Engineer,16.0,USA,African American,1,190000.0
44.0,Female,university,Software Engineer Manager,11.0,China,Chinese,0,165000.0
30.0,Male,high school,Full Stack Engineer,5.0,UK,Mixed,0,105000.0
39.0,Female,high school,Software Engineer,11.0,Australia,Asian,1,160000.0
32.0,Male,elementary,Front end Developer,6.0,USA,Asian,0,110000.0
50.0,Male,university,Software Engineer Manager,17.0,China,White,0,195000.0
27.0,Male,elementary,Back end Developer,3.0,Australia,Asian,0,85000.0
46.0,Male,university,Project Engineer,14.0,Canada,Black,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,Canada,Asian,0,55000.0
,Male,university,Project Engineer,13.0,Australia,Asian,1,185000.0
35.0,Male,elementary,Back end Developer,8.0,Australia,Australian,0,140000.0
29.0,Female,high school,Back end Developer,3.0,Australia,Asian,0,90000.0
40.0,Female,university,Software Engineer,12.0,China,Korean,1,160000.0
,Male,elementary,Full Stack Engineer,8.0,UK,Mixed,0,145000.0
41.0,Male,university,Project Engineer,13.0,Canada,Black,1,185000.0
30.0,Male,high school,Full Stack Engineer,5.0,China,Korean,0,105000.0
33.0,Male,elementary,Front end Developer,6.0,Canada,Asian,0,110000.0
55.0,Male,university,Software Engineer Manager,18.0,USA,White,0,210000.0
26.0,Female,high school,,1.0,Australia,Australian,0,55000.0
47.0,Male,university,Project Engineer,16.0,USA,African American,1,190000.0
44.0,Female,university,Software Engineer Manager,11.0,Canada,Asian,0,165000.0
30.0,Male,,Full Stack Engineer,5.0,Australia,Asian,0,105000.0
39.0,Female,high school,Software Engineer,11.0,Canada,White,1,160000.0
32.0,Male,elementary,Front end Developer,6.0,Canada,Black,0,110000.0
50.0,Male,university,Software Engineer Manager,17.0,USA,White,0,195000.0
27.0,Male,elementary,Back end Developer,3.0,USA,African American,0,85000.0
46.0,Male,university,Project Engineer,14.0,USA,African American,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,Australia,White,0,55000.0
43.0,Male,university,Project Engineer,13.0,Australia,White,1,185000.0
35.0,Male,elementary,Back end Developer,8.0,USA,African American,0,140000.0
29.0,Female,high school,Back end Developer,3.0,USA,Hispanic,0,90000.0
40.0,Female,university,Software Engineer,12.0,China,Chinese,1,160000.0
35.0,Male,elementary,Full Stack Engineer,8.0,China,Chinese,0,145000.0
41.0,Male,university,Project Engineer,13.0,USA,Asian,1,185000.0
30.0,Male,high school,Full Stack Engineer,5.0,Australia,White,0,105000.0
33.0,Male,elementary,Front end Developer,6.0,Australia,Asian,0,110000.0
55.0,Male,university,Software Engineer Manager,18.0,China,Korean,0,210000.0
31.0,Male,elementary,Front end Developer,6.0,Australia,Australian,0,115000.0
42.0,Female,high school,Software Engineer Manager,13.0,Australia,Asian,0,170000.0
27.0,Female,elementary,Back end Developer,3.0,Canada,Asian,0,80000.0
51.0,Male,university,Project Engineer,19.0,UK,Mixed,1,200000.0
34.0,Female,high school,Full Stack Engineer,7.0,Australia,White,0,130000.0
38.0,Male,elementary,Software Engineer Manager,11.0,Canada,Asian,0,155000.0
29.0,Male,elementary,Front end Developer,5.0,China,White,0,105000.0
43.0,Female,university,Project Engineer,14.0,Australia,Australian,1,190000.0
36.0,Male,high school,Back end Developer,8.0,USA,African American,0,140000.0
,Male,university,Software Engineer Manager,16.0,Australia,Asian,0,185000.0
,Female,elementary,Full Stack Engineer,8.0,Australia,White,0,145000.0
30.0,Female,high school,Front end Developer,4.0,China,Chinese,0,90000.0
50.0,Male,university,Project Engineer,18.0,Australia,Australian,1,195000.0
29.0,Male,elementary,Back end Developer,4.0,USA,Asian,0,95000.0
41.0,Male,high school,Software Engineer Manager,13.0,China,White,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,UK,Welsh,0,115000.0
45.0,Male,university,Project Engineer,16.0,UK,Mixed,1,185000.0
28.0,Female,elementary,Front end Developer,2.0,USA,African American,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,USA,African American,0,160000.0
30.0,Male,elementary,Back end Developer,5.0,UK,Mixed,0,100000.0
46.0,Male,university,Project Engineer,15.0,Canada,White,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,Canada,Black,0,55000.0
42.0,Male,university,Software Engineer Manager,14.0,UK,Mixed,0,190000.0
31.0,Male,elementary,Full Stack Engineer,6.0,Australia,Asian,0,115000.0
49.0,Female,university,Project Engineer,17.0,Australia,Australian,1,195000.0
36.0,Male,high school,Back end Developer,9.0,Canada,White,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,China,Chinese,0,115000.0
45.0,Male,university,Software Engineer Manager,16.0,Canada,White,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,Canada,White,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,UK,Mixed,0,160000.0
30.0,Male,elementary,Back end Developer,5.0,USA,African American,0,100000.0
46.0,Male,university,Project Engineer,15.0,USA,Hispanic,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,Australia,Asian,0,55000.0
42.0,Male,university,Software Engineer Manager,14.0,China,Korean,0,190000.0
31.0,Male,,Full Stack Engineer,6.0,China,Chinese,0,115000.0
49.0,Female,university,Project Engineer,17.0,USA,White,1,195000.0
36.0,Male,high school,Back end Developer,9.0,UK,White,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,USA,Hispanic,0,115000.0
45.0,Male,university,Software Engineer Manager,16.0,UK,White,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,UK,Welsh,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,UK,Welsh,0,160000.0
,Male,elementary,Back end Developer,5.0,USA,African American,0,100000.0
46.0,Male,university,Project Engineer,15.0,USA,Hispanic,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,UK,Asian,0,55000.0
42.0,Male,university,Software Engineer Manager,14.0,Australia,Asian,0,190000.0
31.0,Male,elementary,Full Stack Engineer,6.0,China,Chinese,0,115000.0
49.0,Female,university,Project Engineer,17.0,Canada,Black,1,195000.0
36.0,Male,high school,Back end Developer,9.0,China,Korean,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,USA,White,0,115000.0
45.0,Male,university,Software Engineer Manager,16.0,USA,Asian,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,Canada,Black,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,UK,Welsh,0,160000.0
30.0,Male,elementary,Back end Developer,5.0,Australia,Australian,0,100000.0
46.0,Male,university,Project Engineer,15.0,Canada,Asian,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,UK,Mixed,0,55000.0
42.0,Male,university,Software Engineer Manager,14.0,China,Chinese,0,190000.0
,Male,elementary,Full Stack Engineer,6.0,China,Korean,0,115000.0
49.0,Female,university,Project Engineer,17.0,UK,Welsh,1,195000.0
36.0,Male,high school,Back end Developer,9.0,Australia,Australian,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,China,Korean,0,115000.0
45.0,Male,university,Software Engineer Manager,16.0,USA,African American,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,China,White,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,China,Korean,0,160000.0
30.0,Male,elementary,Back end Developer,5.0,Canada,Asian,0,100000.0
46.0,Male,university,Project Engineer,15.0,China,Korean,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,USA,Asian,0,55000.0
42.0,Male,university,Software Engineer Manager,14.0,Australia,Australian,0,190000.0
31.0,Male,,Full Stack Engineer,6.0,Canada,Asian,0,115000.0
49.0,Female,university,Project Engineer,17.0,Canada,Black,1,195000.0
36.0,Male,high school,Back end Developer,9.0,Canada,Asian,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,Australia,Australian,0,115000.0
45.0,Male,university,Software Engineer Manager,16.0,China,Chinese,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,Australia,Asian,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,Canada,Asian,0,160000.0
30.0,Male,elementary,Back end Developer,5.0,UK,Asian,0,100000.0
46.0,Male,university,Project Engineer,15.0,USA,African American,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,Australia,White,0,55000.0
42.0,Male,university,Software Engineer Manager,14.0,Australia,Australian,0,190000.0
,Male,elementary,Full Stack Engineer,6.0,Canada,Asian,0,115000.0
49.0,Female,university,Project Engineer,17.0,Canada,White,1,195000.0
36.0,Male,high school,Back end Developer,9.0,UK,Welsh,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,USA,Asian,0,115000.0
45.0,Male,university,Software Engineer Manager,16.0,UK,White,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,Australia,Australian,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,Australia,White,0,160000.0
30.0,Male,,Back end Developer,5.0,USA,Asian,0,100000.0
46.0,Male,university,Project Engineer,15.0,UK,White,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,USA,African American,0,55000.0
42.0,Male,university,Software Engineer Manager,14.0,UK,Mixed,0,190000.0
31.0,Male,elementary,Full Stack Engineer,6.0,UK,Welsh,0,115000.0
49.0,Female,university,Project Engineer,17.0,USA,African American,1,195000.0
36.0,Male,high school,Back end Developer,9.0,Australia,Asian,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,UK,Asian,0,115000.0
45.0,Male,university,Software Engineer Manager,16.0,Australia,Asian,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,Canada,Asian,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,Australia,White,0,160000.0
30.0,Male,elementary,Back end Developer,5.0,Australia,Asian,0,100000.0
46.0,Male,university,Project Engineer,15.0,Australia,Australian,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,China,Korean,0,55000.0
42.0,Male,university,Software Engineer Manager,14.0,UK,Asian,0,190000.0
31.0,Male,elementary,Full Stack Engineer,6.0,UK,White,0,115000.0
49.0,Female,university,Project Engineer,17.0,Canada,White,1,195000.0
36.0,Male,high school,Back end Developer,9.0,UK,White,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,UK,Welsh,0,115000.0
45.0,Male,university,Software Engineer Manager,16.0,UK,White,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,USA,African American,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,UK,Mixed,0,160000.0
30.0,Male,elementary,Back end Developer,5.0,Canada,White,0,100000.0
46.0,Male,university,Project Engineer,15.0,USA,African American,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,Australia,Australian,0,55000.0
42.0,Male,,Software Engineer Manager,14.0,USA,White,0,190000.0
31.0,Male,elementary,Full Stack Engineer,6.0,Canada,White,0,115000.0
49.0,Female,university,Project Engineer,17.0,China,Chinese,1,195000.0
36.0,Male,,Back end Developer,9.0,China,White,0,150000.0
33.0,Female,elementary,Full Stack Engineer,6.0,Canada,Asian,0,115000.0
45.0,,university,Software Engineer Manager,16.0,Australia,Australian,0,185000.0
28.0,Female,elementary,Front end Developer,2.0,Australia,Australian,0,65000.0
39.0,Female,high school,Software Engineer Manager,12.0,UK,Welsh,0,160000.0
30.0,Male,elementary,Back end Developer,5.0,Canada,Black,0,100000.0
46.0,Male,university,Project Engineer,15.0,China,Chinese,1,180000.0
25.0,Female,elementary,Front end Developer,1.0,UK,Mixed,0,550.0
29.0,Male,elementary,Front end Developer,4.0,Australia,White,0,90000.0
40.0,Female,high school,Software Engineer Manager,12.0,USA,Hispanic,0,160000.0
27.0,Female,,Back end Developer,3.0,UK,White,0,80000.0
50.0,Male,university,Project Engineer,18.0,UK,White,1,195000.0
33.0,Female,high school,Full Stack Engineer,6.0,Canada,White,0,115000.0
37.0,Male,elementary,Software Engineer Manager,10.0,UK,Asian,0,150000.0
28.0,Male,elementary,Front end Developer,2.0,UK,Asian,0,65000.0
44.0,Female,university,Project Engineer,14.0,Australia,Australian,1,190000.0
35.0,Male,,Back end Developer,8.0,UK,White,0,140000.0
47.0,Male,university,Software Engineer Manager,16.0,Canada,Asian,0,185000.0
34.0,Female,elementary,Full Stack Engineer,7.0,China,Korean,0,130000.0
31.0,Female,high school,Front end Developer,5.0,UK,Welsh,0,105000.0
51.0,Male,university,Project Engineer,19.0,China,Chinese,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,USA,White,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,Canada,White,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,Canada,White,0,115000.0
45.0,Male,university,Project Engineer,16.0,UK,Welsh,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,Australia,Asian,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,China,Chinese,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,Australia,White,0,80000.0
49.0,Male,university,Project Engineer,17.0,USA,Asian,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,China,Chinese,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,USA,Hispanic,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,Australia,Australian,0,65000.0
43.0,Female,university,Project Engineer,14.0,Canada,White,1,190000.0
34.0,Male,high school,Back end Developer,8.0,Australia,Australian,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,UK,White,0,185000.0
33.0,Female,elementary,Full Stack Engineer,7.0,USA,Hispanic,0,130000.0
30.0,Female,high school,Front end Developer,5.0,UK,White,0,105000.0
50.0,,university,Project Engineer,19.0,China,Korean,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,UK,Asian,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,USA,White,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,Australia,Asian,0,115000.0
45.0,Male,university,Project Engineer,16.0,Australia,Australian,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,USA,White,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,Canada,Black,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,Canada,Black,0,80000.0
49.0,Male,university,Project Engineer,17.0,USA,Asian,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,Canada,Black,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,USA,Asian,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,USA,White,0,65000.0
43.0,Female,university,Project Engineer,14.0,Australia,Asian,1,190000.0
34.0,Male,high school,Back end Developer,8.0,Canada,White,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,Canada,White,0,185000.0
33.0,Female,elementary,Full Stack Engineer,7.0,Canada,Asian,0,130000.0
30.0,Female,high school,Front end Developer,5.0,UK,Asian,0,105000.0
50.0,Male,university,Project Engineer,19.0,Canada,Asian,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,China,White,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,USA,African American,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,Canada,Black,0,115000.0
45.0,Male,university,Project Engineer,16.0,UK,Mixed,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,Canada,Black,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,USA,Asian,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,USA,African American,0,80000.0
49.0,Male,university,Project Engineer,17.0,Australia,White,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,USA,African American,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,Canada,Black,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,USA,White,0,65000.0
43.0,Female,university,Project Engineer,14.0,China,Korean,1,190000.0
,Male,high school,Back end Developer,8.0,USA,Hispanic,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,Canada,Black,0,185000.0
33.0,Female,elementary,Full Stack Engineer,7.0,Canada,Asian,0,130000.0
30.0,Female,high school,Front end Developer,5.0,Canada,White,0,105000.0
50.0,Male,university,Project Engineer,19.0,Canada,White,1,200000.0
,Male,elementary,Back end Developer,5.0,USA,Hispanic,0,100000.0
42.0,Male,,Software Engineer Manager,13.0,USA,Asian,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,China,Chinese,0,115000.0
45.0,Male,,Project Engineer,16.0,China,Korean,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,UK,White,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,China,Chinese,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,UK,White,0,80000.0
49.0,Male,university,Project Engineer,17.0,UK,Welsh,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,USA,African American,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,UK,Mixed,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,China,White,0,65000.0
43.0,Female,university,Project Engineer,14.0,USA,African American,1,190000.0
34.0,Male,,Back end Developer,8.0,USA,White,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,Canada,Asian,0,185000.0
33.0,Female,,Full Stack Engineer,7.0,USA,Hispanic,0,130000.0
,Female,high school,Front end Developer,5.0,UK,Asian,0,105000.0
50.0,Male,university,Project Engineer,19.0,USA,White,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,China,Korean,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,Australia,Australian,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,China,Chinese,0,115000.0
45.0,Male,university,Project Engineer,16.0,Canada,Black,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,UK,Asian,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,China,White,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,Australia,White,0,80000.0
49.0,Male,university,Project Engineer,17.0,UK,Asian,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,Canada,Asian,0,115000.0
36.0,Male,,Software Engineer Manager,8.0,UK,Mixed,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,UK,Mixed,0,65000.0
43.0,Female,university,Project Engineer,14.0,Australia,Australian,1,190000.0
34.0,Male,high school,Back end Developer,8.0,Canada,White,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,USA,White,0,185000.0
33.0,Female,elementary,Full Stack Engineer,7.0,Canada,Asian,0,130000.0
30.0,Female,high school,Front end Developer,5.0,Canada,White,0,105000.0
50.0,Male,university,Project Engineer,19.0,USA,Hispanic,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,Australia,White,0,100000.0
42.0,Male,,Software Engineer Manager,13.0,Canada,Black,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,Australia,Australian,0,115000.0
45.0,Male,university,Project Engineer,16.0,Australia,Asian,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,UK,Asian,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,UK,Asian,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,China,Chinese,0,80000.0
49.0,Male,university,Project Engineer,17.0,USA,African American,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,Australia,Asian,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,China,Korean,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,Australia,Asian,0,65000.0
43.0,Female,university,Project Engineer,14.0,UK,White,1,190000.0
34.0,Male,high school,Back end Developer,8.0,USA,Asian,0,140000.0
,Male,university,Software Engineer Manager,16.0,Australia,White,0,185000.0
33.0,Female,elementary,Full Stack Engineer,7.0,Canada,Black,0,130000.0
,Female,high school,Front end Developer,5.0,Australia,Asian,0,105000.0
50.0,Male,university,Project Engineer,19.0,Canada,Asian,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,Canada,White,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,UK,White,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,Australia,White,0,115000.0
45.0,Male,,Project Engineer,16.0,UK,Mixed,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,China,Korean,0,90000.0
31.0,Female,elementary,Front end Developer,6.0,China,Chinese,0,110000.0
,Male,high school,Software Engineer Manager,10.0,Canada,Black,0,150000.0
27.0,Male,elementary,Back end Developer,3.0,USA,Hispanic,0,80000.0
50.0,Male,university,Project Engineer,18.0,Australia,White,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,USA,White,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,China,Korean,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,USA,Hispanic,0,65000.0
43.0,Female,university,Project Engineer,14.0,USA,African American,1,190000.0
34.0,Male,high school,Back end Developer,8.0,UK,Welsh,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,China,Korean,0,185000.0
33.0,Female,elementary,Full Stack Engineer,7.0,Canada,Black,0,130000.0
30.0,Female,high school,Front end Developer,5.0,Canada,White,0,105000.0
50.0,Male,university,Project Engineer,19.0,Australia,White,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,Canada,Black,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,Canada,Black,0,170000.0
,Female,elementary,Full Stack Engineer,6.0,Canada,Black,0,115000.0
45.0,Male,university,Project Engineer,16.0,USA,White,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,USA,Asian,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,Australia,Asian,0,160000.0
,Male,elementary,Back end Developer,3.0,China,Korean,0,80000.0
49.0,Male,university,Project Engineer,17.0,Australia,Asian,1,195000.0
,Female,high school,Full Stack Engineer,6.0,USA,African American,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,China,Chinese,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,China,White,0,65000.0
43.0,Female,university,Project Engineer,14.0,USA,Asian,1,190000.0
34.0,Male,high school,Back end Developer,8.0,UK,Asian,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,UK,Mixed,0,185000.0
33.0,Female,elementary,Full Stack Engineer,7.0,China,Chinese,0,130000.0
,Female,high school,Front end Developer,5.0,UK,White,0,105000.0
50.0,Male,,Project Engineer,19.0,UK,Asian,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,China,White,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,USA,White,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,UK,Welsh,0,115000.0
45.0,Male,university,Project Engineer,16.0,Australia,White,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,China,White,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,USA,African American,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,USA,Hispanic,0,80000.0
49.0,Male,university,Project Engineer,17.0,Canada,Black,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,USA,African American,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,Australia,Asian,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,China,White,0,65000.0
43.0,Female,university,Project Engineer,14.0,Australia,White,1,190000.0
34.0,Male,high school,Back end Developer,8.0,UK,Welsh,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,China,Korean,0,185000.0
33.0,Female,elementary,Full Stack Engineer,7.0,China,White,0,130000.0
30.0,Female,high school,Front end Developer,5.0,USA,African American,0,105000.0
50.0,Male,university,Project Engineer,19.0,Canada,White,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,USA,Asian,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,Australia,Asian,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,Australia,Asian,0,115000.0
45.0,Male,university,Project Engineer,16.0,Canada,Asian,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,USA,White,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,Australia,Asian,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,Australia,Australian,0,80000.0
49.0,Male,university,Project Engineer,17.0,USA,African American,1,195000.0
32.0,Female,high school,Full Stack Engineer,6.0,UK,Mixed,0,115000.0
36.0,Male,elementary,Software Engineer Manager,8.0,Australia,White,0,135000.0
27.0,Male,elementary,Front end Developer,2.0,Canada,Asian,0,65000.0
43.0,Female,university,Project Engineer,14.0,Australia,White,1,190000.0
34.0,Male,high school,Back end Developer,8.0,Canada,Black,0,140000.0
46.0,Male,university,Software Engineer Manager,16.0,China,Chinese,0,185000.0
33.0,Female,,Full Stack Engineer,7.0,USA,Hispanic,0,130000.0
30.0,Female,,Front end Developer,5.0,China,White,0,105000.0
50.0,Male,university,Project Engineer,19.0,Canada,Asian,1,200000.0
30.0,Male,elementary,Back end Developer,5.0,China,Chinese,0,100000.0
42.0,Male,high school,Software Engineer Manager,13.0,Canada,Asian,0,170000.0
33.0,Female,elementary,Full Stack Engineer,6.0,China,Korean,0,115000.0
45.0,Male,university,Project Engineer,16.0,Canada,White,1,185000.0
29.0,Female,elementary,Front end Developer,4.0,Canada,White,0,90000.0
39.0,Female,high school,Software Engineer Manager,12.0,UK,Welsh,0,160000.0
27.0,Male,elementary,Back end Developer,3.0,USA,African American,0,80000.0
49.0,Male,university,Project Engineer,17.0,UK,Asian,1,195000.0
